date,name,category,value
2011-01-01,Turkey,Asia,4.29586953915055
2011-01-01,United Kingdom,Europe,7.04484324001669
2011-01-01,United States,North America,16.604189616843
2012-01-01,Argentina,South America,4.26411100150765
2012-01-01,Australia,Oceania,17.4056176654109
2012-01-01,Brazil,South America,2.2714176835721
2012-01-01,Canada,North America,15.7368239449526
2012-01-01,China,Asia,7.04520023039603
2012-01-01,France,Europe,5.15235849401422
2012-01-01,Germany,Europe,9.45128904680279
2012-01-01,India,Asia,1.49820412282441
2012-01-01,Indonesia,Asia,1.92545004760659
2012-01-01,Iran,Asia,7.2308576752779
2012-01-01,Italy,Europe,6.32766192019354
2012-01-01,Japan,Asia,9.82785573811594
2012-01-01,Republic of Korea,Asia,11.95852704987
2012-01-01,Mexico,South America,4.20241354590373
2012-01-01,Russia,Europe,11.7020653683345
2012-01-01,Saudi Arabia,Asia,15.9780157664397
2012-01-01,Spain,Europe,5.77854920958231
2012-01-01,Turkey,Asia,4.38109750253326
2012-01-01,United Kingdom,Europe,7.34426092596391
2012-01-01,United States,North America,15.789760151839
2013-01-01,Argentina,South America,4.34225013023383
2013-01-01,Australia,Oceania,16.7945880965987
2013-01-01,Brazil,South America,2.4134465369818
2013-01-01,Canada,North America,15.8408097562138
2013-01-01,China,Asia,7.32015492503154
2013-01-01,France,Europe,5.12789942785166
2013-01-01,Germany,Europe,9.62422936749002
2013-01-01,India,Asia,1.52767440026001
2013-01-01,Indonesia,Asia,1.77040203245853
2013-01-01,Iran,Asia,7.43960075518748
2013-01-01,Italy,Europe,5.75187766207853
2013-01-01,Japan,Asia,9.94449527247048
2013-01-01,Republic of Korea,Asia,11.8900369278382
2013-01-01,Mexico,South America,4.05605522675517
2013-01-01,Russia,Europe,11.3770043056089
2013-01-01,Saudi Arabia,Asia,15.9839190651263
2013-01-01,Spain,Europe,5.22940078672168
2013-01-01,Turkey,Asia,4.16694672570039
2013-01-01,United Kingdom,Europe,7.07610042765381
2013-01-01,United States,North America,16.1111752638496
2014-01-01,Argentina,South America,4.20911189491323
2014-01-01,Australia,Oceania,16.1557451398864
